hour,t(sec),V1,VAngle1,V2,VAngle2,V3,VAngle3,I1,IAngle1,I2,IAngle2,I3,IAngle3
0, 1.00000, 2367.28, -2.78688, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9062, -86.9649
0, 2.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 3.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 4.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 5.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 6.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 7.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 8.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 9.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 10.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 11.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 12.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 13.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 14.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 15.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 16.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 17.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 18.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 19.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 20.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 21.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 22.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 23.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 24.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 25.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 26.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 27.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 28.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 29.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 30.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 31.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 32.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 33.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 34.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 35.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 36.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 37.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 38.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 39.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 40.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 41.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 42.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 43.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 44.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 45.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 46.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 47.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 48.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 49.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 50.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 51.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 52.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 53.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 54.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 55.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 56.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 57.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 58.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 59.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 60.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 61.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 62.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 63.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 64.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 65.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 66.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 67.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 68.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 69.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 70.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 71.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 72.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 73.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 74.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 75.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 76.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 77.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 78.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 79.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 80.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 81.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 82.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 83.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 84.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 85.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 86.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 87.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 88.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 89.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 90.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 91.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 92.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 93.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 94.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 95.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 96.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 97.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 98.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 99.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 100.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 101.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 102.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 103.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 104.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 105.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 106.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 107.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 108.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 109.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 110.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 111.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 112.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 113.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 114.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 115.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 116.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 117.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 118.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 119.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 120.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 121.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 122.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 123.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 124.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 125.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 126.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 127.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 128.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 129.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 130.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 131.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 132.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 133.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 134.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 135.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 136.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 137.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 138.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 139.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 140.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 141.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 142.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 143.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 144.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 145.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 146.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 147.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 148.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 149.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 150.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 151.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 152.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 153.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 154.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 155.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 156.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 157.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 158.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 159.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 160.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 161.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
0, 162.00000, 2367.28, -2.78691, 2431.16, -121.566, 2387.32, 118.146, 20.4883, 131.33, 13.5397, 22.841, 46.9069, -86.965
